Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-05-04,AXISBANK,EQ,444.9,424.0,424.0,399.7,407.0,402.8,409.68,37854079,1550813797390000.0,484430.0,13866709.0,0.3663
2020-05-05,AXISBANK,EQ,402.8,414.0,418.75,386.5,389.5,389.0,400.46,50982763,2041643407334999.8,558582.0,11211336.0,0.21989999999999998
2020-05-06,AXISBANK,EQ,389.0,385.0,394.45,368.05,393.5,388.85,382.18,67511657,2580155940685000.0,701599.0,12682613.0,0.18789999999999998
2020-05-07,AXISBANK,EQ,388.85,387.0,402.25,382.7,398.5,397.35,394.83,41339427,1632187896155000.0,482183.0,7486576.0,0.1811
2020-05-08,AXISBANK,EQ,397.35,403.5,409.45,379.65,383.0,382.05,395.91,33506610,1326551823120000.0,353592.0,4546327.0,0.13570000000000002
2020-05-11,AXISBANK,EQ,382.05,391.0,393.5,376.85,380.5,379.55,384.22,30143521,1158167446535000.0,335987.0,6524087.0,0.2164
2020-05-12,AXISBANK,EQ,379.55,376.3,391.8,370.0,386.2,386.85,378.16,38411667,1452574251325000.0,379557.0,8791373.0,0.22890000000000002
2020-05-13,AXISBANK,EQ,386.85,411.0,416.45,399.6,413.95,414.0,408.97,48206377,1971494761170000.0,493525.0,13794185.0,0.2861
2020-05-14,AXISBANK,EQ,414.0,405.05,411.0,397.65,402.75,401.95,404.7,31604457,1279027704765000.0,301403.0,10213427.0,0.3232
2020-05-15,AXISBANK,EQ,401.95,402.75,403.9,386.8,388.8,388.55,391.48,25435045,995729806925000.0,274054.0,5534206.0,0.21760000000000002
2020-05-18,AXISBANK,EQ,388.55,389.0,389.0,352.3,361.2,358.8,364.05,47864793,1742498934365000.2,460935.0,15105883.0,0.3156
2020-05-19,AXISBANK,EQ,358.8,368.8,372.5,350.1,355.5,354.5,361.09,42889862,1548707543535000.0,423289.0,10124240.0,0.2361
2020-05-20,AXISBANK,EQ,354.5,353.0,366.3,350.0,364.95,362.5,357.71,30722038,1098971210135000.0,325563.0,7237593.0,0.2356
2020-05-21,AXISBANK,EQ,362.5,363.0,369.0,355.7,357.0,357.2,362.97,24794934,899975191504999.9,250995.0,5003550.0,0.2018
