Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-05-04,M&M,EQ,366.65,350.05,362.4,341.1,361.1,357.05,350.73,7125034,249897034419999.97,145606.0,3309544.0,0.4645
2020-05-05,M&M,EQ,357.05,363.75,381.8,361.45,368.5,368.15,372.43,13401811,499120166830000.0,182937.0,3220905.0,0.2403
2020-05-06,M&M,EQ,368.15,371.5,393.0,358.25,388.0,387.15,376.58,7015474,264189358140000.0,148753.0,1605985.0,0.22890000000000002
2020-05-07,M&M,EQ,387.15,387.5,403.45,385.1,401.4,400.65,396.1,12971502,513801728105000.0,190114.0,4027332.0,0.3105
2020-05-08,M&M,EQ,400.65,405.0,407.9,380.7,386.0,386.7,390.69,9445656,369030661135000.0,127252.0,2799880.0,0.2964
2020-05-11,M&M,EQ,386.7,388.5,402.0,384.35,387.9,390.1,393.43,7658641,301312542300000.0,161111.0,1176423.0,0.1536
2020-05-12,M&M,EQ,390.1,388.9,395.2,380.2,394.25,393.05,386.43,4686856,181114379615000.0,88743.0,891992.0,0.19030000000000002
2020-05-13,M&M,EQ,393.05,415.0,418.9,404.25,410.0,413.05,411.46,7362761,302950738115000.0,137227.0,2458479.0,0.33390000000000003
2020-05-14,M&M,EQ,413.05,401.5,407.5,396.0,402.5,400.45,400.92,4766174,191084273330000.0,79776.0,831961.0,0.1746
2020-05-15,M&M,EQ,400.45,402.75,403.95,373.2,381.85,381.3,382.93,14226558,544783051370000.0,195610.0,4758044.0,0.3344
2020-05-18,M&M,EQ,381.3,382.1,383.5,367.25,375.0,377.2,375.42,7717690,289735736820000.0,87264.0,2057002.0,0.2665
2020-05-19,M&M,EQ,377.2,384.0,391.0,371.2,383.0,382.9,385.05,5950063,229109850230000.03,74801.0,1121463.0,0.18850000000000003
2020-05-20,M&M,EQ,382.9,382.9,413.7,379.7,404.75,405.05,398.6,10608571,422854572925000.0,139807.0,2375430.0,0.22390000000000002
2020-05-21,M&M,EQ,405.05,400.15,412.2,397.8,406.6,408.3,406.56,6249310,254070718615000.0,78139.0,1077115.0,0.1724
2020-05-22,M&M,EQ,408.3,404.0,430.35,398.7,426.4,426.35,416.73,10016213,417408337180000.0,110726.0,2984328.0,0.2979
2020-05-26,M&M,EQ,426.35,427.0,435.2,421.65,426.9,429.15,429.31,5895379,253096986590000.0,86808.0,1178133.0,0.1998
2020-05-27,M&M,EQ,429.15,426.5,434.95,415.0,430.95,432.5,424.82,7591378,322497494490000.0,101268.0,1572907.0,0.2072
2020-05-28,M&M,EQ,432.5,429.5,444.0,423.85,437.0,440.4,434.73,7451065,323919582585000.0,100254.0,1506094.0,0.2021
2020-05-29,M&M,EQ,440.4,434.0,450.0,431.1,436.4,436.35,438.9,9539037,418665231400000.0,105176.0,3524317.0,0.36950000000000005
2020-06-01,M&M,EQ,436.35,441.85,470.5,441.5,461.1,461.1,460.26,9668052,444982342900000.0,128606.0,2120579.0,0.2193
2020-06-02,M&M,EQ,461.1,465.1,478.85,460.85,462.9,462.85,467.87,8521141,398678783885000.0,107017.0,1431173.0,0.168
2020-06-03,M&M,EQ,462.85,470.0,492.6,466.5,488.0,485.1,479.76,9873439,473691636635000.06,114030.0,2523350.0,0.2556
2020-06-04,M&M,EQ,485.1,485.3,486.25,469.4,477.1,478.45,476.92,5829515,278023125350000.0,99539.0,1080258.0,0.18530000000000002
2020-06-05,M&M,EQ,478.45,479.0,489.45,475.4,484.3,484.2,482.43,6265849,302284003235000.0,98856.0,1496751.0,0.2389
2020-06-08,M&M,EQ,484.2,485.5,494.15,468.25,471.25,470.85,482.67,5955229,287440179565000.0,97007.0,1299222.0,0.2182
2020-06-09,M&M,EQ,470.85,473.8,482.8,463.3,475.65,478.75,472.24,7656758,361582953380000.0,102350.0,1549853.0,0.2024
