Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-05-04,TATASTEEL,EQ,298.3,285.0,286.15,270.1,272.7,273.6,273.71,12892158,352872588670000.0,167867.0,4087314.0,0.317
2020-05-05,TATASTEEL,EQ,273.6,279.0,282.4,271.0,274.0,272.65,276.85,12182355,337272317335000.0,120197.0,967339.0,0.07940000000000001
2020-05-06,TATASTEEL,EQ,272.65,274.1,280.45,272.05,278.3,277.75,276.95,9507731,263316809460000.0,95963.0,1364638.0,0.1435
2020-05-07,TATASTEEL,EQ,277.75,275.45,282.85,274.65,276.15,275.85,278.44,8958411,249436418490000.0,103931.0,1435027.0,0.1602
2020-05-08,TATASTEEL,EQ,275.85,282.8,284.0,272.0,272.9,272.9,277.06,9878213,273681638830000.03,108729.0,1706862.0,0.1728
2020-05-11,TATASTEEL,EQ,272.9,275.55,283.0,275.0,276.65,276.2,279.07,10907408,304398335680000.0,129049.0,1670883.0,0.1532
2020-05-12,TATASTEEL,EQ,276.2,273.3,276.8,264.5,275.25,273.95,269.35,15040334,405106230545000.0,154012.0,2090062.0,0.139
2020-05-13,TATASTEEL,EQ,273.95,287.5,288.0,273.5,278.0,276.55,280.93,14723748,413628821350000.0,144455.0,2756610.0,0.1872
2020-05-14,TATASTEEL,EQ,276.55,272.0,275.2,267.3,268.75,268.55,270.4,10796959,291951106835000.0,125086.0,3096218.0,0.2868
2020-05-15,TATASTEEL,EQ,268.55,270.0,276.8,268.8,273.15,273.45,273.69,14991458,410299646850000.0,140643.0,1560691.0,0.1041
2020-05-18,TATASTEEL,EQ,273.45,274.1,276.2,262.45,267.0,266.6,267.1,11616080,310260933235000.0,126742.0,1741263.0,0.1499
2020-05-19,TATASTEEL,EQ,266.6,271.95,280.4,267.5,272.1,272.0,275.1,16897173,464845865785000.06,160617.0,2906574.0,0.172
2020-05-20,TATASTEEL,EQ,272.0,272.0,284.0,270.1,283.8,283.2,279.95,14423657,403791708625000.0,135400.0,3479379.0,0.24120000000000003
2020-05-21,TATASTEEL,EQ,283.2,283.9,286.25,278.5,283.55,283.7,282.78,13035881,368624955470000.0,119568.0,2202407.0,0.16890000000000002
2020-05-22,TATASTEEL,EQ,283.7,279.0,280.25,273.3,275.0,274.45,276.22,10656911,294359877645000.0,104788.0,1811193.0,0.17
2020-05-26,TATASTEEL,EQ,274.45,277.5,284.4,277.0,281.15,280.45,281.72,12108740,341127865325000.0,119897.0,2068622.0,0.17079999999999998
2020-05-27,TATASTEEL,EQ,280.45,282.2,290.4,279.05,289.0,287.95,283.2,14007562,396695764745000.0,133263.0,3577549.0,0.2554
2020-05-28,TATASTEEL,EQ,287.95,291.9,298.6,289.4,293.9,295.5,293.9,16602462,487951393605000.0,153571.0,2560661.0,0.1542
2020-05-29,TATASTEEL,EQ,295.5,292.1,296.9,287.85,294.05,295.2,292.09,13128027,383452945370000.0,117534.0,2619554.0,0.1995
