Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-05-04,HINDUNILVR,EQ,2195.0,2130.0,2160.0,2066.0,2087.05,2082.65,2107.14,8474699,1785739115880000.0,331282.0,3439030.0,0.4058
2020-05-05,HINDUNILVR,EQ,2082.65,2101.2,2121.0,2033.1,2039.0,2041.5,2066.52,4304146,889460358195000.1,181077.0,1771117.0,0.4115
2020-05-06,HINDUNILVR,EQ,2041.5,2049.95,2073.0,2000.0,2001.8,2010.2,2035.27,5127756,1043639283904999.9,202349.0,1778932.0,0.3469
2020-05-07,HINDUNILVR,EQ,2010.2,1950.1,2007.0,1902.0,1998.0,1992.05,1919.71,185670048,3.5643341676765004e+16,946784.0,139943805.0,0.7537
2020-05-08,HINDUNILVR,EQ,1992.05,2074.95,2098.0,2036.0,2077.85,2089.45,2062.4,16100488,3320566618230000.0,484036.0,8328465.0,0.5173
2020-05-11,HINDUNILVR,EQ,2089.45,2083.0,2116.55,2035.95,2044.7,2048.0,2069.09,11158836,2308862531615000.0,288406.0,4455132.0,0.3992
2020-05-12,HINDUNILVR,EQ,2048.0,2020.0,2027.85,1985.0,2013.0,2011.55,2002.83,14881259,2980457753510000.0,466557.0,10289550.0,0.6914
2020-05-13,HINDUNILVR,EQ,2011.55,2075.0,2075.0,1975.4,2008.65,1995.75,2012.28,8432991,1696956801755000.0,361624.0,4593115.0,0.5447
2020-05-14,HINDUNILVR,EQ,1995.75,1988.0,2026.55,1980.65,2003.0,2006.05,2007.14,8510097,1708097839065000.0,268615.0,4849800.0,0.5699000000000001
2020-05-15,HINDUNILVR,EQ,2006.05,2015.0,2037.65,2006.0,2034.95,2032.1,2021.73,5491176,1110168428935000.0,243593.0,3216932.0,0.5858
2020-05-18,HINDUNILVR,EQ,2032.1,2041.5,2047.85,1988.6,2004.7,2005.25,2007.96,7675796,1541268646990000.0,265255.0,5220095.0,0.6801
2020-05-19,HINDUNILVR,EQ,2005.25,2018.0,2024.8,1968.1,1976.9,1975.55,1988.52,5963269,1185809449480000.0,233042.0,3390822.0,0.5686
2020-05-20,HINDUNILVR,EQ,1975.55,1975.55,2010.0,1975.0,1988.0,1990.85,1993.53,3927076,782873627965000.0,154130.0,1979287.0,0.504
2020-05-21,HINDUNILVR,EQ,1990.85,1999.0,2003.4,1955.2,1970.7,1970.9,1978.75,4261738,843292047820000.0,211274.0,2402967.0,0.5638000000000001
2020-05-22,HINDUNILVR,EQ,1970.9,1975.0,1995.05,1958.0,1990.5,1987.9,1979.43,5340153,1057043288715000.0,201026.0,3290428.0,0.6162
2020-05-26,HINDUNILVR,EQ,1987.9,2004.95,2020.0,1975.0,1979.5,1977.8,1999.26,4629114,925480385190000.0,296939.0,3007459.0,0.6497
2020-05-27,HINDUNILVR,EQ,1977.8,1990.0,2005.1,1961.0,1995.0,1998.1,1983.91,4261646,845472511185000.0,211409.0,2554737.0,0.5995
2020-05-28,HINDUNILVR,EQ,1998.1,2000.0,2015.0,1990.0,2004.25,2009.95,2005.19,5500915,1103036320335000.0,166186.0,3443119.0,0.6259
2020-05-29,HINDUNILVR,EQ,2009.95,2009.0,2068.0,2000.0,2057.1,2057.35,2034.28,8779010,1785893222015000.2,238620.0,5469999.0,0.6231
2020-06-01,HINDUNILVR,EQ,2057.35,2075.0,2143.0,2071.2,2108.6,2108.55,2111.99,6592707,1392374929755000.0,213628.0,3278414.0,0.49729999999999996
2020-06-02,HINDUNILVR,EQ,2108.55,2122.0,2125.0,2090.0,2096.5,2107.4,2112.12,3268736,690396223395000.0,153054.0,1810831.0,0.554
2020-06-03,HINDUNILVR,EQ,2107.4,2115.0,2149.0,2085.0,2123.0,2120.5,2116.68,4895141,1036145123770000.1,199497.0,2156957.0,0.44060000000000005
2020-06-04,HINDUNILVR,EQ,2120.5,2115.0,2132.4,2105.25,2118.0,2120.6,2118.74,3264780,691721208640000.0,149826.0,1867894.0,0.5721
2020-06-05,HINDUNILVR,EQ,2120.6,2124.0,2128.0,2085.0,2087.05,2087.6,2095.92,2981896,624980835255000.0,127882.0,1557313.0,0.5223
2020-06-08,HINDUNILVR,EQ,2087.6,2107.0,2124.5,2078.1,2110.3,2111.7,2102.69,4298517,903845913445000.1,226705.0,2264424.0,0.5268
2020-06-09,HINDUNILVR,EQ,2111.7,2100.0,2144.8,2095.05,2102.0,2106.5,2124.08,3128155,664446703770000.0,152965.0,1395848.0,0.4462
2020-06-10,HINDUNILVR,EQ,2106.5,2115.9,2130.0,2096.0,2119.0,2119.6,2118.72,2421672,513084470280000.0,128957.0,1069147.0,0.4415
2020-06-11,HINDUNILVR,EQ,2119.6,2115.0,2138.2,2095.65,2107.9,2106.9,2118.0,2566963,543682549960000.06,121007.0,1337901.0,0.5212
2020-06-12,HINDUNILVR,EQ,2106.9,2065.25,2119.0,2065.0,2106.0,2107.25,2101.21,2338562,491381613080000.0,113191.0,813966.0,0.3481
2020-06-15,HINDUNILVR,EQ,2107.25,2114.85,2131.7,2056.8,2079.5,2084.3,2092.56,2830788,592358887565000.0,110390.0,1171089.0,0.41369999999999996
2020-06-16,HINDUNILVR,EQ,2084.3,2109.8,2120.0,2057.0,2076.0,2076.35,2089.49,2806804,586480068200000.0,107765.0,1299150.0,0.4629
2020-06-17,HINDUNILVR,EQ,2076.35,2076.0,2099.0,2062.3,2079.0,2078.25,2082.87,2293343,477673443155000.0,94264.0,1087992.0,0.4744
2020-06-18,HINDUNILVR,EQ,2078.25,2070.25,2084.85,2054.05,2067.0,2065.35,2067.71,2326992,481154962000000.0,99757.0,1208187.0,0.5192
2020-06-19,HINDUNILVR,EQ,2065.35,2079.0,2100.0,2057.0,2093.5,2092.75,2080.59,4673557,972377024695000.1,138770.0,2280212.0,0.4879
2020-06-22,HINDUNILVR,EQ,2092.75,2110.0,2118.9,2087.0,2100.05,2100.8,2101.72,2487252,522750664330000.0,108728.0,1292663.0,0.5197
2020-06-23,HINDUNILVR,EQ,2100.8,2115.0,2172.0,2101.6,2157.55,2155.95,2150.63,4309193,926749448070000.1,174720.0,987032.0,0.38939999999999997
2020-06-24,HINDUNILVR,EQ,2155.95,2172.0,2176.9,2125.0,2133.0,2130.3,2147.43,3023031,649175282905000.0,152939.0,1240723.0,0.4104
2020-06-25,HINDUNILVR,EQ,2130.3,2114.3,2189.9,2112.0,2157.2,2173.15,2164.58,8208083,1776706891620000.0,176752.0,5008754.0,0.6102000000000001
2020-06-26,HINDUNILVR,EQ,2173.15,2179.95,2179.95,2138.1,2151.35,2154.2,2154.27,3176495,684304024925000.0,126115.0,1590717.0,0.5008
2020-06-29,HINDUNILVR,EQ,2154.2,2151.35,2195.9,2140.0,2180.5,2182.95,2180.76,3295050,718569858330000.0,137344.0,1311392.0,0.39799999999999996
2020-06-30,HINDUNILVR,EQ,2182.95,2193.8,2199.95,2170.0,2177.0,2180.0,2181.78,2373121,517763217970000.0,110362.0,1143143.0,0.4817
2020-07-01,HINDUNILVR,EQ,2180.0,2183.0,2191.8,2160.1,2168.15,2170.4,2171.35,1532935,332853895550000.0,77798.0,691146.0,0.4509
2020-07-02,HINDUNILVR,EQ,2170.4,2167.75,2177.65,2145.0,2157.0,2151.75,2154.35,2588845,557727265885000.06,111689.0,1397165.0,0.5397
2020-07-03,HINDUNILVR,EQ,2151.75,2165.5,2188.0,2156.35,2172.3,2173.7,2172.74,1946326,422886503915000.0,84127.0,806326.0,0.4143
2020-07-06,HINDUNILVR,EQ,2173.7,2180.0,2180.0,2153.0,2162.0,2161.6,2161.27,2375701,513452062830000.0,106168.0,1249652.0,0.526
2020-07-07,HINDUNILVR,EQ,2161.6,2175.5,2175.5,2151.65,2153.95,2154.15,2158.47,2014697,434866686420000.0,101569.0,1161326.0,0.5764
